Area,District,Shop,Location,Part Code,Description,Brand,Product Family,Quantity,Selling Price,Inventory Value,Stock Status,MRP,MOP,Current Discount %,Comments / Discount Guideline,Remark,Commented By,Comment Date,Comment Time,Last Updated
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MOBILE ADVANTI.EKALA,DMC,HON-CH-BUDS-CLIP-PPL,HON CH BUDS CLIP MAK ME00 PPL,HONOR,PHONE ACCESSORIES,145,21999,3189855,A,21999,0,0.0%,"Active SKU, No Discounts applicable",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,DAMBUL LOGISTICS HUB,NORMAL,B-HII64200MT,BEKO 60CM INDUCTION HOB,BEKO,BUILT IN PRODUCTS,14,226599,3172386,A,226599,148599,34.4%,,,,,,
NORTH REGION NORTH  AREA,JAFFNA  DISTRICT,JAFFNA-HOSPITAL ROAD,NORMAL,H-RMRG024MFEOE,HITACHI INVERTER AIR CONDITIONER 24000 BTU - WIFI,HITACHI,AIR CONDITIONERS,9,349999,3149991,A,349999,314999,10.0%,ACTIVE MODEL - NO ADDITIONAL DISCOUNT,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MOBILE ADVANTI.EKALA,SALVAGE PARTS,ZTE-A76-5G-6GB-128GB-BLK,ZTE A76-5G 6GB 128GB BLACK,ZTE,PHONE - SMART,84,35999,3023916,A,35999,0,0.0%,"Displayed/Unboxed - 15% Additional Discount, Considering the severity of the damage (battery issues, display damage, and scratch marks), a discount of 50% to 70%, Parts missing (Cable, Adapter) Upto 50% - 60% Discount.",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,RAVEEN TRADE CENTER,NORMAL,MB-SAFARI4S-BLK,SAFARI 4S MOTOR BIKE - BLACK,SINGER,MOTOR CYCLES,8,375000,3000000,A,375000,315000,16.0%,Promotion already offered,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,NORMAL,M-FDUM71VH1,"Mitsubishi 24,200 BTU Inverter - Ducted Ceiling Concealed",MITSUBISHI,AIR CONDITIONERS,3,999999,2999997,A,999999,0,0.0%,OBSOLETE - OFFER FLAT 70%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,NORMAL,M-FDE71CNVX-S,MITSUBISHI 24BTU CEILING MOUNTED NO,MITSUBISHI,AIR CONDITIONERS,5,599999,2999995,A,599999,497999,17.0%,OFFER FLAT 25%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,NORMAL,M-SRK09CRR-S,MITSUBISHI WM 9 BTU NON INVERTER AC,MITSUBISHI,AIR CONDITIONERS,12,249999,2999988,L,249999,189999,24.0%,OFFER FLAT 30%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,E-COMMERCE,M-SRK09CRR-S,MITSUBISHI WM 9 BTU NON INVERTER AC,MITSUBISHI,AIR CONDITIONERS,12,249999,2999988,L,249999,189999,24.0%,OFFER FLAT 30%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,WAREHOUSE BONDED -DF,NORMAL,SMGRT42B553ESL,SAMSUNG 415L Inverter No Frost Refrigerator,SAMSUNG,REFRIGERATORS,11,269999,2969989,L,269999,239999,11.1%,"Rs.200,000/- Special Price",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MAIN WAREHOUSE,NORMAL,TF-GCA-1336,TEFAL MG CHEF ASSIST WITH FP ATTACH,TEFAL,KITCHENAPP-GRINDERS & BLENDERS,80,36999,2959920,A,36999,35149,5.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,E-COMMERCE,SMGQA85QN950F,SAMSUNG NEO QLED 85 INCH INFINITY DISPLAY TV,SAMSUNG,TELEVISIONS - LED,1,2949999,2949999,A,2949999,2649999,10.2%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,EXCHANGE,ACER-515-I3-8GB512-GRY,"ACER A515-58P-39UF, 13TH GEN ,I3 8GBRAM, 512SSD",ACER,COMPUTERS & LAPTOPS - OTHER BRANDED,18,162999,2933982,L,162999,114099,30.0%,"Any issue give 60% discount
Special Note - If products are not physically available in shop or products are used by shop - 50%",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MOBILE ADVANTI.EKALA,DMC,HON-CH-WATCH-WHT,HON CH WATCH BOTWB01 WHT,HONOR,PHONE ACCESSORIES,117,24999,2924883,A,24999,0,0.0%,"Active SKU, No Discounts applicable",,,,,
SOUTH REGION COLOMBO AREA,SERVICE -COLOMBO METRO DISTRICT,SERVICE-COLOMBO,RTN PRC,K-85XR90,SONY BRAVIA 9 85â€ MINI LED QLED 4K HDR GOOGLE TV,SONY,TELEVISIONS - LED,1,2900000,2900000,A,2900000,2800000,3.4%,Up to 20%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MAIN WAREHOUSE,NORMAL,SASMCD60CRN,SINGER 60 BTU CEALING CASSETTE,SINGER,AIR CONDITIONERS,3,949999,2849997,A,949999,0,0.0%,OBSOLETE - OFFER FLAT 80%,Transfer to budget shop offer 80%,Shanuka,2026-08-18,10:30:40,2026-08-18T05:00:40.044Z
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HORANA WH CLEARANCE,CLEARANCE,SASMCD60CRN,SINGER 60 BTU CEALING CASSETTE,SINGER,AIR CONDITIONERS,3,949999,2849997,A,949999,0,0.0%,OBSOLETE - OFFER FLAT 80%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,E-COMMERCE,M-SRK24YX2-W7,MITSUBISHI 24BTU WALL MOUNTED INVERTER,MITSUBISHI,AIR CONDITIONERS,6,474999,2849994,A,474999,413249,13.0%,OFFER FLAT 20%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,DAHUA CCTV WAREHOUSE,NORMAL,DH-A-HDW1239TLQP-IL-A-36,HDCVI CAM FULL-COLOR STARLIGHT 2MP,DAHUA,SECURITY SYSTEMS,266,10700,2846200,A,10700,0,0.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MOBILE ADVANTI.EKALA,NORMAL,HU-WATCH-GT6-B,HUAWEI SMART WATCH GT6 BLACK,HUAWEI,PHONE ACCESSORIES,40,70999,2839960,A,70999,0,0.0%,"Give a 10% Discount for Sealed pack, 20% disocunt for unboxed units",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,DAMBUL LOGISTICS HUB,BRDM,SBI-QX60ED,SINGER BUILT-IN OVEN - 68 L,SINGER,BUILT IN PRODUCTS,20,139999,2799980,A,139999,132999,5.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,WAREHOUSE BONDED -DF,NORMAL,SMGUA32T4400,SAMSUNG 32 SMART TV,SAMSUNG,TELEVISIONS - LED,40,69999,2799960,L,69999,49999,28.6%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,DAHUA CCTV WAREHOUSE,NORMAL,DH-NVR1104HS-P-S3,4 CHANNEL COMPACT 1U 4POE LITE H.26,DAHUA,SECURITY SYSTEMS,73,38300,2795900,A,38300,0,0.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,BRDM,M-SRK10YXP-W7,MITSUBISHI 10BTU WALL MOUNTED INVERTER,MITSUBISHI,AIR CONDITIONERS,10,274999,2749990,A,274999,214499,22.0%,ACTIVE - OFFER FLAT 30%,,,,,
DIGITAL DEVICE SERVICE,SERVICE -MOBILE PHONE,SERVICE-DIGITAL-SERV,DEMO,HON-PAD-X7-4-128,HONOR PADX7 4GB 128GB,HONOR,PHONE - MEDIA PAD,55,49999,2749945,A,49999,0,0.0%,"Displayed/Unboxed - 15% Additional Discount, Considering the severity of the damage (battery issues, display damage, and scratch marks), a discount of 50% to 70%, Parts missing (Cable, Adapter) Upto 50% - 60% Discount.",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,DAHUA CCTV WAREHOUSE,NORMAL,DH-HAC-PT1200AP-IL-A-36B,2MP SMART DUAL LIGHT HDCVI FIXED-FOCAL PT CAMERA,DAHUA,SECURITY SYSTEMS,189,14500,2740500,A,14500,0,0.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,E-COMMERCE,M-FDT125CSV-S,MITSUBISHI 42K BTU NON-INV CEILING CASSETTE,MITSUBISHI,AIR CONDITIONERS,3,899999,2699997,A,899999,799999,11.1%,OFFER FLAT 20%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,NORMAL,M-FDT125CSV-S,MITSUBISHI 42K BTU NON-INV CEILING CASSETTE,MITSUBISHI,AIR CONDITIONERS,3,899999,2699997,A,899999,799999,11.1%,OFFER FLAT 20%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,BRDM,SIN-DEC-FDC,SINGER DECORATIVE CEILING FAN WITHOUT LIGHT,SINGER,FANS,77,34999,2694923,A,34999,29999,14.3%,"Do not offer discounts for this SKU, as it is an active SKU. For damaged units, a discount of up to 50% may be considered based on the condition",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MOBILE ADVANTI.EKALA,DMC,DELL-MH3021P-MADPSP,1 YRR WRR Dell Mobile Adapter Speak,DELL,COMPUTER  ACCESSORIES AND MONITORS,50,53099,2654950,L,53099,15930,70.0%,,,,,,
DIGITAL DEVICE SERVICE,COMPUTER AND SURVELLANCE,MICROCHIP,EXCHANGE,ACER-AG15-14G-I5-16-512-S,ACER AG15 14 GEN I5 16GB 512 SILVER,ACER,COMPUTERS & LAPTOPS - OTHER BRANDED,11,239999,2639989,A,239999,0,0.0%,"Any Display Issues - 50-60%, Keyboard/Touchpad Issues - 30%, Battery Issues 50-60%.
Unboxed or Displayed Products - 25%
If Parts N/A - 30%
Special Note - If products are not physically available in shop or products are used by shop - 50%",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MOBILE ADVANTI.EKALA,DMC,HU-WATCH-GT6-GRY,HUAWEI WATCH GT6 GRAY,HUAWEI,WATCHES,30,87999,2639970,A,87999,0,0.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MOBILE ADVANTI.EKALA,MARK,CAN-L-LBP6030,CANON LASER PRINTER PRINT ONLY,CANNON,PRINTERS,48,54900,2635200,A,54900,0,0.0%,Active Model - Offer 25%,,,,,
DIGITAL DEVICE SERVICE,COMPUTER AND SURVELLANCE,MICROCHIP,NORMAL,STARLINK-HP,STARLINK  HIGH PERFORMANCE,STARLINK,SATELLITE OPERATORS,6,439000,2634000,A,439000,0,0.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MAIN WAREHOUSE,NORMAL,SMGQA85QN900,SAMSUNG 85 NEO QLED SMART 8K TV,SAMSUNG,TELEVISIONS - LED,1,2599999,2599999,L,2599999,2299999,11.5%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,NORMAL,G-SD5000,SINGER DIESEL GENERATOR,SINGER,GENERATORS,9,287399,2586591,A,287399,0,0.0%,75% Discontinue Product,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MOBILE ADVANTI.EKALA,DMC,ENG-XP20004PD,ENERGIZER POWER BANK - 20000mAh - Laptop Power,ENERGIZER,PHONE ACCESSORIES,91,28399,2584309,L,28399,14199,50.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MAIN WAREHOUSE,WAITING FOR PARTS,M-FDF100VSVD,MITSUBISHI 34 BTU FLOOR STANDING IN,MITSUBISHI,AIR CONDITIONERS,1,2574999,2574999,A,2574999,0,0.0%,OBSOLETE - OFFER FLAT 90%,Part issue - cannot sell,Shanuka,2026-08-18,10:30:10,2026-08-18T05:00:10.967Z
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MOBILE ADVANTI.EKALA,CARTONDMG,ACER-PJ-S1286H,S1286H DLP PROJECTOR,ACER,PROJECTORS,12,212999,2555988,A,212999,0,0.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MAIN WAREHOUSE,BRDM,SASI60CC,SINGER 60 BTU CC INVERTER,SINGER,AIR CONDITIONERS,2,1274999,2549998,A,1274999,879749,31.0%,OFFER FLAT 60%,Transfer to budget shop offer 80%,Shanuka,2026-08-18,10:31:08,2026-08-18T05:01:08.601Z
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,DAMBUL LOGISTICS HUB,E-COMMERCE,SASI60CC,SINGER 60 BTU CC INVERTER,SINGER,AIR CONDITIONERS,2,1274999,2549998,A,1274999,879749,31.0%,OFFER FLAT 60%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MOBILE ADVANTI.EKALA,DMC,HON-CH-BUDS-X7LITE-WHT,HON CH BUDS X7LITE MZT WHT,HONOR,PHONE ACCESSORIES,255,9999,2549745,A,9999,0,0.0%,"Active SKU, No Discounts applicable",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MOBILE ADVANTI.EKALA,INST,DH-I-HDBW1239E1P-A-IL-28B,2MP SMART DUAL LIGHT FIXED-FOCAL DOME NETWORK CAMERA,DAHUA,SECURITY SYSTEMS,112,22500,2520000,A,22500,0,0.0%,,,,,,
SOUTH REGION SABARAGAMUWA   AREA,RATHNAPURA  DISTRICT,SHOMES-RATHNAPURA,NORMAL,AS-14G-I5-8-512-B5850-SIL,ASUS BQ5850 I5 14GEN 512GB 8GB NO MSO SIL,ASUS,COMPUTERS & LAPTOPS - OTHER BRANDED,9,279999,2519991,A,279999,0,0.0%,"Any Display Issues - 50-60%, Keyboard/Touchpad Issues - 30%, Battery Issues 50-60%.
Unboxed or Displayed Products - 10%
If Parts N/A - 30%
Special Note - If products are not physically available in shop or products are used by shop - 50%",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,CLEARANCE,HON-X7C-8-256-BLK,HON X7C 8 256 BLK,HONOR,PHONE - SMART,42,59999,2519958,A,59999,44999,25.0%,"Displayed/Unboxed - 15% Additional Discount, Considering the severity of the damage (battery issues, display damage, and scratch marks), a discount of 50% to 70%, Parts missing (Cable, Adapter) Upto 50% - 60% Discount.",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,E-COMMERCE,M-FDE140VSAVH1,MITSUBISHI 48BTU CEILING MOUNTED IN,MITSUBISHI,AIR CONDITIONERS,2,1249999,2499998,A,1249999,1149999,8.0%,OFFER FLAT 20%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HORANA WH CLEARANCE,NORMAL,SLE32D5000,SINGER 32 HD TELEVISION,SINGER,TELEVISIONS - LED,89,27999,2491911,O,27999,0,0.0%,Up to 70%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,CP,SMGAR50F19D1J,SAMSUNG AIR CONDITIONER - INVERTER 19000 BTU,SAMSUNG,AIR CONDITIONERS,9,275999,2483991,L,275999,249999,9.4%,EOL - OFFER FLAT 30%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,DAHUA CCTV WAREHOUSE,NORMAL,DH-NVR2104-P-4KS2,4 CHAN SMART IU LITE 4K H-265 NETWK,DAHUA,SECURITY SYSTEMS,77,32220,2480940,A,32220,0,0.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,DAMBUL LOGISTICS HUB,NORMAL,SL-INV260WR-TG,SISIL INVERTER REFRIGERATOR - 227L (SILVER),SISIL,REFRIGERATORS,16,154999,2479984,A,154999,119349,23.0%,Offer flat 30%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,Motorbike & Sp parts,NORMAL,MB-LIMA-ELO7-BLK,LIMA ELECTRIC BIKE ELO7 BLACK,LIMA,ELECTRIC MOTOR BIKE,5,495000,2475000,A,495000,449000,9.3%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,Motorbike & Sp parts,NORMAL,MB-LIMA-ELO7-RED,LIMA ELECTRIC BIKE ELO7 RED,LIMA,ELECTRIC MOTOR BIKE,5,495000,2475000,A,495000,449000,9.3%,,,,,,
NORTH REGION NORTH  AREA,JAFFNA  DISTRICT,CHANKANI,NORMAL,H-RMRG024MFEOE,HITACHI INVERTER AIR CONDITIONER 24000 BTU - WIFI,HITACHI,AIR CONDITIONERS,7,349999,2449993,A,349999,314999,10.0%,ACTIVE MODEL - NO ADDITIONAL DISCOUNT,,,,,
SOUTH REGION UVA  AREA,MONARAGALA  DISTRICT,MONARAGALA,PRODUCTRELEASE,SL-18VNF,"SISIL AIR CONDITIONER - NON-INVERTER 18,000 BTU",SISIL,AIR CONDITIONERS,10,244999,2449990,A,244999,144549,41.0%,OBSOLETE - OFFER FLAT 80%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MOBILE ADVANTI.EKALA,NORMAL,HON-CH-BUDS-X7LITE-WHT,HON CH BUDS X7LITE MZT WHT,HONOR,PHONE ACCESSORIES,244,9999,2439756,A,9999,0,0.0%,"Active SKU, No Discounts applicable",,,,,
MEGA COLOMBO METRO  ZONE,MEGA COLOMBO METRO ZONE- DISTRICT,Samsung Smart Things,DISPLAY,SMGQA75QN800,"75"" NEO QLED 8K SMART TV",SAMSUNG,TELEVISIONS - LED,1,2414999,2414999,L,2414999,2189999,9.3%,,,,,,
NORTH REGION WAYAMBA  AREA,KURUNEGALA  DISTRICT,KURUNEGALA - D,NORMAL,M-FDE100CSV-S,MITSUBISHI 36BTU CEILING SUSPENDED,MITSUBISHI,AIR CONDITIONERS,3,799999,2399997,A,799999,695999,13.0%,OFFER FLAT 20%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,E-COMMERCE,M-FDE100CSV-S,MITSUBISHI 36BTU CEILING SUSPENDED,MITSUBISHI,AIR CONDITIONERS,3,799999,2399997,A,799999,695999,13.0%,OFFER FLAT 20%,,,,,
ICD,ICD,INVENTORY CONTROL,NORMAL,HON-MAGIC-V5-BRN,HON MAGIC V5 BRN,HONOR,PHONE - SMART,4,599999,2399996,A,599999,0,0.0%,"Displayed/Unboxed - 15% Additional Discount, Considering the severity of the damage (battery issues, display damage, and scratch marks), a discount of 50% to 70%, Parts missing (Cable, Adapter) Upto 50% - 60% Discount.",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,E-COMMERCE,M-FDE71CNVX-S,MITSUBISHI 24BTU CEILING MOUNTED NO,MITSUBISHI,AIR CONDITIONERS,4,599999,2399996,A,599999,497999,17.0%,OFFER FLAT 25%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,FURNITURE WAREHOUSE,NORMAL,LF-ORGN-BDQ-WHT,OREGON QUEEN SIZE BED,SINGER,FURNITURE-BEDS - MODULAR,20,119999,2399980,A,119999,0,0.0%,"active location extra 10%, increase based on the condition",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MOBILE ADVANTI.EKALA,BRDM,WF-SP800N,WF-SP800N Wireless Noise,SONY,AUDIO & PHONE ACCESSORIES,24,99999,2399976,O,99999,0,0.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MOBILE ADVANTI.EKALA,DMC,HON-CH-SPEAKER-PRO-BLK,HONOR CHOICE SPEAKER PRO HC AB9 TE2 BLACK,HONOR,PHONE ACCESSORIES,100,23999,2399900,A,23999,0,0.0%,"Active SKU, No Discounts applicable",,,,,
OTHER,OTHERS,R & D DIVISION (ELEC,NORMAL,SMGUA50TU7200,SAMSUNG 50 UHD SMART TV,SAMSUNG,TELEVISIONS - LED,11,217999,2397989,L,217999,163499,25.0%,"Rs.150,000/- Special Price",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MOBILE ADVANTI.EKALA,DMC,HON-MAGIC-V3-GRN,HON MAGIC V3 12GB 512 GRN,HONOR,PHONE - SMART,4,599000,2396000,A,599000,389350,35.0%,"Displayed/Unboxed - 15% Additional Discount, Considering the severity of the damage (battery issues, display damage, and scratch marks), a discount of 50% to 70%, Parts missing (Cable, Adapter) Upto 50% - 60% Discount.",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MAIN WAREHOUSE,BRDM,SBI-QX60ED,SINGER BUILT-IN OVEN - 68 L,SINGER,BUILT IN PRODUCTS,17,139999,2379983,A,139999,132999,5.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,DAMBUL LOGISTICS HUB,NORMAL,BES-CRS-51,BUDRY FULLY FEATURED CASH REGISTER SCALE WITH POLE (MFD-51),BUDRY,SCALES,17,139900,2378300,A,139900,132905,5.0%,Maximum 10% additional discount based on the condition.,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,BRDM,M-SRK24YX2-W7,MITSUBISHI 24BTU WALL MOUNTED INVERTER,MITSUBISHI,AIR CONDITIONERS,5,474999,2374995,A,474999,413249,13.0%,OFFER FLAT 20%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MAIN WAREHOUSE,INDUSTRIAL AC,SASI48CC,SINGER 48 BTU CC INVERTER,SINGER,AIR CONDITIONERS,2,1174999,2349998,A,1174999,924999,21.3%,OBSOLETE - OFFER FLAT 80%,Transfer to budget shop offer 80%,Shanuka,2026-08-18,10:33:15,2026-08-18T05:03:15.179Z
PIAGGIO AREA,PIAGGIO COLOMBO DISTRICT,STARVIN INTERNATIONA,NORMAL,PGO-TW-ELEC-EV-BWHT,Ape E City FX Max,PIAGGIO,THREE WHEEL,1,2349000,2349000,A,2349000,0,0.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,Piliyandala Three-wh,NORMAL,PGO-TW-ELEC-EV-BWHT,Ape E City FX Max,PIAGGIO,THREE WHEEL,1,2349000,2349000,A,2349000,0,0.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,WAREHOUSE BONDED -DF,TRANSIT,SRS-ULT70,SONY ULT FIELD 7 WIRELESS PORTABLE SPEAKER,SONY,AUDIOS,9,259999,2339991,A,259999,0,0.0%,0.7,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,CLEARANCE,HON-X9B-12-256-SIL,HON X9B 12GB 256 SIL,HONOR,PHONE - SMART,18,129999,2339982,L,129999,77999,40.0%,"Displayed/Unboxed - 15% Additional Discount, Considering the severity of the damage (battery issues, display damage, and scratch marks), a discount of 50% to 70%, Parts missing (Cable, Adapter) Upto 50% - 60% Discount.",,,,,
SERVICE CENTRE,SERVICE CENTER  DISTRICT,R & D Returned Sales,NORMAL,SMGRT28A3021GS,SAMSUNG INVERTER 253L REFRIGERATOR,SAMSUNG,REFRIGERATORS,13,176999,2300987,L,176999,150449,15.0%,"Rs.135,000/- Special Price",,,,,
SERVICE CENTRE,SERVICE CENTER  DISTRICT,R & D Returned Sales,NORMAL,SMGUA55AU8000,Samsung 55 UHD 4K Smart TV,SAMSUNG,TELEVISIONS - LED,5,456899,2284495,O,456899,228449,50.0%,"Rs.200,000/- Special Price",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HORANA WH CLEARANCE,NORMAL,ULED40D5000,UNIC 40 HD TELEVISION,UNIC,TELEVISIONS - LED,19,119999,2279981,O,119999,0,0.0%,Up to 70%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,NORMAL,LF-PODIUM-MWNT-S,MODULAR PODIUM - MOCHA WALNUT COLOR,SINGER,FURNITURE-OTHER - FURNITURE MODULAR,247,9199,2272153,O,9199,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MAIN WAREHOUSE,E-COMMERCE,M-SRK09CRR-S,MITSUBISHI WM 9 BTU NON INVERTER AC,MITSUBISHI,AIR CONDITIONERS,9,249999,2249991,L,249999,189999,24.0%,OFFER FLAT 30%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,WAREHOUSE BONDED -DF,NORMAL,PN-NR-BG271SSLK,Panasonic 270L Inverter Regrigerator - Shining Silver,PANASONIC,REFRIGERATORS,10,224999,2249990,A,224999,134999,40.0%,Obsolete - Offer flat 50%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,FREE ISSUE ADV.EKALA,NORMAL,SL-INV260WR,Sisil Inverter Refrigerator - 227L,SISIL,REFRIGERATORS,15,149999,2249985,A,149999,119999,20.0%,Offer flat 30%,,,,,
DUTY FREE,DUTY FREE,DUTY FREE,NORMAL,TCL43S5400,"TCL 43""  FULL HD GOOGLE SMART TV - TCL43S5400",TCL,TELEVISIONS - LED,18,124999,2249982,A,124999,89999,28.0%,Up to 40%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MAIN WAREHOUSE,NORMAL,SLE100A4F,SINGER 100 4K HDR QLED GOOGLE TV,SINGER,TELEVISIONS - LED,2,1099999,2199998,A,1099999,999999,9.1%,Maximum discount systemized,Additional 50000 offer,Shanuka,2026-08-18,16:10:16,2026-08-18T10:40:16.171Z
NORTH REGION COLOMBO  AREA NORTH,PELIYAGODA  DISTRICT,WATTALA,PRODUCTRELEASE,PN-CS-U24XKH,PANASONIC 24000 BTU INVERTER WITH NANOE - X,PANASONIC,AIR CONDITIONERS,4,549999,2199996,A,549999,249999,54.5%,OFFER FLAT 70%,70% - for 1 unit,Maria Fernando,2026-08-20,10:18:27,2026-08-20T04:48:27.244Z
SERVICE CENTRE,SERVICE CENTER  DISTRICT,R & D Returned Sales,NORMAL,SMGRT34B4542S8,SAMSUNG REFRIGERATOR 2 DOORS 321L,SAMSUNG,REFRIGERATORS,9,239999,2159991,L,239999,199999,16.7%,"Rs.160,000/- Special Price",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,WAREHOUSE BONDED -DF,NORMAL,B-CFB9433X,BEKO COOKER - HOOD 90CM - CFB9433X,BEKO,BUILT IN PRODUCTS,24,89999,2159976,A,89999,57999,35.6%,,,,,,
NORTH REGION WAYAMBA  AREA,KURUNEGALA  DISTRICT,KURUNEGALA B,DISPLAY,SASI48CM,SINGER 48 BTU CM INVERTER,SINGER,AIR CONDITIONERS,2,1074999,2149998,A,1074999,0,0.0%,OBSOLETE - OFFER FLAT 70%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,PILIYANDALA FACTORY,NORMAL,PU-SK-2009-S,PANTRY SET [DRY] K01050 A/A [PU-SK-2009-S],SIGNATURE,FURNITURE - PANTRY UNITS,1,2145510,2145510,A,2145510,0,0.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,IND,R-BWS-02,Regnis Whistling Kettle,REGNIS,KITCHENAPP-JUG KETTLE,556,3799,2112244,A,3799,3609,5.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
PRODUCT REPROCESSING,PRODUCT REPROCESSING - COLOMBO,SERVICE -PANEL RC,NORMAL,SLE32E930,"SINGER 32"" HD TELEVISION SLE32E930",SINGER,TELEVISIONS - LED,30,69999,2099970,A,69999,29999,57.1%,Up to 70%,,,,,
